State,Weekend,Flu
AK,07jan2006,0.020880001
AK,14jan2006,0.017029999
AK,21jan2006,0.01456
AK,28jan2006,0.01778
AK,04feb2006,0.01891
AK,11feb2006,0.0137
AK,18feb2006,0.011510001
AK,25feb2006,0.0129
AK,04mar2006,0.0137
AK,11mar2006,0.014680001
AK,18mar2006,0.01243
AK,25mar2006,0.01446
AK,01apr2006,0.01164
AK,08apr2006,0.01045
AK,15apr2006,0.01091
AK,22apr2006,0.01265
AK,29apr2006,0.01198
AK,06may2006,0.01012
AK,13may2006,0.00755
AK,20may2006,0.008690001
AK,27may2006,0.00775
AK,03jun2006,0.01047
AK,10jun2006,0.007900001
AK,17jun2006,0.00881
AK,24jun2006,0.00579
AK,01jul2006,0.00472
AK,08jul2006,0.00445
AK,15jul2006,0.00567
AK,22jul2006,0.00382
AK,29jul2006,0.00553
AK,05aug2006,0.00434
AK,12aug2006,0.00327
AK,19aug2006,0.0054
AK,26aug2006,0.00508
AK,02sep2006,0.00547
AK,09sep2006,0.00876
AK,16sep2006,0.00797
AK,23sep2006,0.008880001
AK,30sep2006,0.00829
AK,07oct2006,0.0097
AK,14oct2006,0.01273
AK,21oct2006,0.01115
AK,28oct2006,0.012569999
AK,04nov2006,0.01143
AK,11nov2006,0.01181
AK,18nov2006,0.016339999
AK,25nov2006,0.00936
AK,02dec2006,0.01116
AK,09dec2006,0.01219
AK,16dec2006,0.01171
AK,23dec2006,0.01027
AK,30dec2006,0.012519999
AK,06jan2007,0.01075
AK,13jan2007,0.011569999
AK,20jan2007,0.01398
AK,27jan2007,0.01031
AK,03feb2007,0.0096
AK,10feb2007,0.01746
AK,17feb2007,0.01987
AK,24feb2007,0.018440001
AK,03mar2007,0.02895
AK,10mar2007,0.026040001
AK,17mar2007,0.01874
AK,24mar2007,0.01505
AK,31mar2007,0.01233
AK,07apr2007,0.01239
AK,14apr2007,0.01031
AK,21apr2007,0.01271
AK,28apr2007,0.01164
AK,05may2007,0.01164
AK,12may2007,0.011080001
AK,19may2007,0.0109
AK,26may2007,0.01128
AK,02jun2007,0.010989999
AK,09jun2007,0.00784
AK,16jun2007,0.00895
AK,23jun2007,0.00649
AK,30jun2007,0.00398
AK,07jul2007,0.00329
AK,14jul2007,0.00451
AK,21jul2007,0.00569
AK,28jul2007,0.00378
AK,04aug2007,0.00391
AK,11aug2007,0.00472
AK,18aug2007,0.00534
AK,25aug2007,0.00615
AK,01sep2007,0.00803
AK,08sep2007,0.00826
AK,15sep2007,0.00984
AK,22sep2007,0.01284
AK,29sep2007,0.01416
AK,06oct2007,0.00877
AK,13oct2007,0.009380001
AK,20oct2007,0.00833
AK,27oct2007,0.0117
AK,03nov2007,0.008119999
AK,10nov2007,0.00901
AK,17nov2007,0.011410001
AK,24nov2007,0.00978
AK,01dec2007,0.01026
AK,08dec2007,0.01285
AK,15dec2007,0.0108
AK,22dec2007,0.01158
AK,29dec2007,0.01839
AK,05jan2008,0.017039999
AK,12jan2008,0.013259999
AK,19jan2008,0.00968
AK,26jan2008,0.00989
AK,02feb2008,0.01272
AK,09feb2008,0.011360001
AK,16feb2008,0.01859
AK,23feb2008,0.01596
AK,01mar2008,0.01204
AK,08mar2008,0.015149999
AK,15mar2008,0.01133
AK,22mar2008,0.0111
AK,29mar2008,0.0089
AK,05apr2008,0.00839
AK,12apr2008,0.010039999
AK,19apr2008,0.01181
AK,26apr2008,0.009430001
AK,03may2008,0.00681
AK,10may2008,0.00759
AK,17may2008,0.00994
AK,24may2008,0.01279
AK,31may2008,0.00866
AK,07jun2008,0.018370001
AK,14jun2008,0.013400001
AK,21jun2008,0.01277
AK,28jun2008,0.00653
AK,05jul2008,0.00363
AK,12jul2008,0.007
AK,19jul2008,0.00592
AK,26jul2008,0.00537
AK,02aug2008,0.00679
AK,09aug2008,0.00987
AK,16aug2008,0.01437
AK,23aug2008,0.01214
AK,30aug2008,0.0096
AK,06sep2008,0.01567
AK,13sep2008,0.01376
AK,20sep2008,0.012970001
AK,27sep2008,0.02372
AK,04oct2008,0.01792
AK,11oct2008,0.01904
AK,18oct2008,0.017960001
AK,25oct2008,0.020650001
AK,01nov2008,0.02289
AK,08nov2008,0.012309999
AK,15nov2008,0.020369999
AK,22nov2008,0.022839999
AK,29nov2008,0.021470001
AK,06dec2008,0.018509999
AK,13dec2008,0.01291
AK,20dec2008,0.01864
AK,27dec2008,0.01402
AK,03jan2009,0.021670001
AK,10jan2009,0.022569999
AK,17jan2009,0.015570001
AK,24jan2009,0.024619998
AK,31jan2009,0.024430001
AK,07feb2009,0.020369999
AK,14feb2009,0.036180001
AK,21feb2009,0.031519998
AK,28feb2009,0.035239998
AK,07mar2009,0.052900001
AK,14mar2009,0.04315
AK,21mar2009,0.0339
AK,28mar2009,0.02273
AK,04apr2009,0.023979999
AK,11apr2009,0.018689999
AK,18apr2009,0.017729999
AK,25apr2009,0.023629999
AK,02may2009,0.027880002
AK,09may2009,0.0209
AK,16may2009,0.016310001
AK,23may2009,0.015039999
AK,30may2009,0.01455
AK,06jun2009,0.01107
AK,13jun2009,0.00988
AK,20jun2009,0.010089999
AK,27jun2009,0.00751
AK,04jul2009,0.00649
AK,11jul2009,0.00643
AK,18jul2009,0.00614
AK,25jul2009,0.00799
AK,01aug2009,0.01066
AK,08aug2009,0.00698
AK,15aug2009,0.00562
AK,22aug2009,0.00689
AK,29aug2009,0.01128
AK,05sep2009,0.018929999
AK,12sep2009,0.032980002
AK,19sep2009,0.028489999
AK,26sep2009,0.03345
AK,09oct2010,0.008751459
AK,16oct2010,0.01128266
AK,23oct2010,0.005860416
AK,30oct2010,0.009677419
AK,06nov2010,0.006838506
AK,13nov2010,0.009519038
AK,20nov2010,0.009625669
AK,27nov2010,0.006523157
AK,04dec2010,0.004597701
AK,11dec2010,0.007977208
AK,18dec2010,0.01055807
AK,25dec2010,0.008522728
AK,01jan2011,0.011308562
AK,08jan2011,0.005925926
AK,15jan2011,0.014822657
AK,22jan2011,0.016682113
AK,29jan2011,0.014012739
AK,05feb2011,0.036786787
AK,12feb2011,0.019589106
AK,19feb2011,0.044315994
AK,26feb2011,0.029345373
AK,05mar2011,0.048801009
AK,12mar2011,0.035337124
AK,19mar2011,0.026874729
AK,26mar2011,0.030245747
AK,02apr2011,0.021437578
AK,09apr2011,0.02208202
AK,16apr2011,0.013650374
AK,23apr2011,0.014123007
AK,30apr2011,0.008542714
AK,07may2011,0.00798122
AK,14may2011,0.003597122
AK,21may2011,0.003062787
AK,28may2011,0.007168459
AK,04jun2011,0.003664922
AK,11jun2011,0.006017506
AK,18jun2011,0.005524862
AK,25jun2011,0.007641921
AK,02jul2011,0.005592841
AK,09jul2011,0.005008347
AK,16jul2011,0.006688963
AK,23jul2011,0.003174603
AK,30jul2011,0.004106776
AK,06aug2011,0.003693932
AK,13aug2011,0.004888648
AK,20aug2011,0.003227542
AK,27aug2011,0.001651073
AK,03sep2011,0.009139785
AK,10sep2011,0.008648649
AK,17sep2011,0.009824199
AK,24sep2011,0.012269938
AK,01oct2011,0.01216443
AK,08oct2011,0.016491327
AK,15oct2011,0.015037594
AK,22oct2011,0.009978172
AK,29oct2011,0.008700696
AK,05nov2011,0.007417397
AK,12nov2011,0.011742602
AK,19nov2011,0.005102041
AK,26nov2011,0.005787037
AK,03dec2011,0.009583133
AK,10dec2011,0.007032349
AK,17dec2011,0.005646817
AK,24dec2011,0.005165289
AK,31dec2011,0.006622517
AK,07jan2012,0.006963043
AK,14jan2012,0.005070422
AK,21jan2012,0.007637752
AK,28jan2012,0.014965259
AK,04feb2012,0.008384147
AK,11feb2012,0.006158219
AK,18feb2012,0.003606853
AK,25feb2012,0.004659833
AK,03mar2012,0.008448199
AK,10mar2012,0.006369427
AK,17mar2012,0.013312034
AK,24mar2012,0.011358025
AK,31mar2012,0.009207161
AK,07apr2012,0.016787659
AK,14apr2012,0.023205845
AK,21apr2012,0.021907216
AK,28apr2012,0.018307567
AK,05may2012,0.018610986
AK,12may2012,0.014767933
AK,19may2012,0.010421601
AK,26may2012,0.007535461
AK,02jun2012,0.005228137
AK,09jun2012,0.002773156
AK,16jun2012,0.003395586
AK,23jun2012,0.002680965
AK,30jun2012,0.004280364
AK,07jul2012,0.003804348
AK,14jul2012,0.003267974
AK,21jul2012,0.003042596
AK,28jul2012,0.002923977
AK,04aug2012,0.002628812
AK,11aug2012,0.002720348
AK,18aug2012,0.000980392
AK,25aug2012,0.001497753
AK,01sep2012,0.001505268
AK,08sep2012,0.006116208
AK,15sep2012,0.006286267
AK,22sep2012,0.002292264
AK,29sep2012,0.005681818
AK,06oct2012,0.011989343
AK,13oct2012,0.008470354
AK,20oct2012,0.009862779
AK,27oct2012,0.011749348
AK,03nov2012,0.013753328
AK,10nov2012,0.013297873
AK,17nov2012,0.01037037
AK,24nov2012,0.016666668
AK,01dec2012,0.015243903
AK,08dec2012,0.014995314
AK,15dec2012,0.028181817
AK,22dec2012,0.022168675
AK,29dec2012,0.040785499
AK,05jan2013,0.021657251
AK,12jan2013,0.022643253
AK,19jan2013,0.025327906
AK,26jan2013,0.009798585
AK,02feb2013,0.02476362
AK,09feb2013,0.015672617
AK,16feb2013,0.010487916
AK,23feb2013,0.008978196
AK,02mar2013,0.01029601
AK,09mar2013,0.005792304
AK,16mar2013,0.011308562
AK,23mar2013,0.010135135
AK,30mar2013,0.009162304
AK,06apr2013,0.003337784
AK,13apr2013,0.007147498
AK,20apr2013,0.013157895
AK,27apr2013,0.007868853
AK,04may2013,0.008561644
AK,11may2013,0.001730104
AK,18may2013,0.011345219
AK,25may2013,0.006001091
AK,01jun2013,0.001633987
AK,08jun2013,0.001769912
AK,15jun2013,0.00123839
AK,22jun2013,0.000565291
AK,29jun2013,0
AK,06jul2013,0
AK,13jul2013,0.002210759
AK,20jul2013,0.002123142
AK,27jul2013,0.001635769
AK,03aug2013,0.000521376
AK,10aug2013,0.003612282
AK,17aug2013,0.002794857
AK,24aug2013,0.001805054
AK,31aug2013,0.002347418
AK,07sep2013,0.003695492
AK,14sep2013,0.006085193
AK,21sep2013,0.008944544
AK,28sep2013,0.005172414
AK,05oct2013,0.006238004
AK,12oct2013,0.008389262
AK,19oct2013,0.006554307
AK,26oct2013,0.006407323
AK,02nov2013,0.004576659
AK,09nov2013,0.005632582
AK,16nov2013,0.004291846
AK,23nov2013,0.004398827
AK,30nov2013,0.003215434
AK,07dec2013,0.005891805
AK,14dec2013,0.013812155
AK,21dec2013,0.032291666
AK,28dec2013,0.053088311
AK,04jan2014,0.039274924
AK,11jan2014,0.034096006
AK,18jan2014,0.024935065
AK,25jan2014,0.018509729
AK,01feb2014,0.018666666
AK,08feb2014,0.016097561
AK,15feb2014,0.017151767
AK,22feb2014,0.006640841
AK,01mar2014,0.0084246
AK,08mar2014,0.009425879
AK,15mar2014,0.004521477
AK,22mar2014,0.007400958
AK,29mar2014,0.009223301
AK,05apr2014,0.008683729
AK,12apr2014,0.006562342
AK,19apr2014,0.008482563
AK,26apr2014,0.007352941
AK,03may2014,0.00562527
AK,10may2014,0.008583691
AK,17may2014,0.002557545
AK,24may2014,0.010018215
AK,31may2014,0.004784689
AK,07jun2014,0.016666668
AK,14jun2014,0.001557632
AK,21jun2014,0.003478261
AK,28jun2014,0
AK,05jul2014,0.002531646
AK,12jul2014,0
AK,19jul2014,0.007092198
AK,26jul2014,0
AK,02aug2014,0.001538462
AK,09aug2014,0
AK,16aug2014,0
AK,23aug2014,0.004424779
AK,30aug2014,0
AK,06sep2014,0
AK,13sep2014,0
AK,20sep2014,0
AK,27sep2014,0.005722461
AK,04oct2014,0.004374453
AK,11oct2014,0.004129387
AK,18oct2014,0.003646308
AK,25oct2014,0.015460296
AK,01nov2014,0.018072288
AK,08nov2014,0.031144781
AK,15nov2014,0.031484257
AK,22nov2014,0.029285714
AK,29nov2014,0.023985241
AK,06dec2014,0.021246459
AK,13dec2014,0.016630514
AK,20dec2014,0.026342452
AK,27dec2014,0.023454158
AK,03jan2015,0.023662552
AK,10jan2015,0.009751773
AK,17jan2015,0.010318949
AK,24jan2015,0.020935101
AK,31jan2015,0.009475219
AK,07feb2015,0.009920635
AK,14feb2015,0.012857143
AK,21feb2015,0.001833181
AK,28feb2015,0.005231037
AK,07mar2015,0.005395684
AK,14mar2015,0.005420054
AK,21mar2015,0
AK,28mar2015,0.001899335
AK,04apr2015,0.004496403
AK,11apr2015,0
AK,18apr2015,0.003137255
AK,25apr2015,0.004352557
AK,02may2015,0
AK,09may2015,0
AK,16may2015,0.005882353
AK,23may2015,0.010610079
AK,30may2015,0.014002333
AK,06jun2015,0.004901961
AK,13jun2015,0
AK,20jun2015,0.016209476
AK,27jun2015,0.022850925
AK,04jul2015,0.016853932
AK,11jul2015,0.015815085
AK,18jul2015,0.006616257
AK,25jul2015,0.006616257
AK,01aug2015,0.006815969
AK,08aug2015,0.004324324
AK,15aug2015,0.008307373
AK,22aug2015,0.005366726
AK,29aug2015,0.004962779
AK,05sep2015,0.011709602
AK,12sep2015,0.01971831
AK,19sep2015,0.010880317
AK,26sep2015,0.010050251
AK,03oct2015,0.00505689
AK,10oct2015,0.006273526
AK,17oct2015,0.011730205
AK,24oct2015,0.009826589
AK,31oct2015,0.005316007
AK,07nov2015,0.009478673
AK,14nov2015,0.011213048
AK,21nov2015,0.007157464
AK,28nov2015,0.007211539
AK,05dec2015,0.013211383
AK,12dec2015,0.005964215
AK,19dec2015,0.002262444
AK,26dec2015,0.004225352
AK,02jan2016,0.003567182
AK,09jan2016,0.00591716
AK,16jan2016,0.003329634
AK,23jan2016,0.004329004
AK,30jan2016,0.007186858
AK,06feb2016,0.006013229
AK,13feb2016,0.0119976
AK,20feb2016,0.016979989
AK,27feb2016,0.019941349
AK,05mar2016,0.019274376
AK,12mar2016,0.034042552
AK,19mar2016,0.057343476
AK,26mar2016,0.041559774
AK,02apr2016,0.044224765
AK,09apr2016,0.03686088
AK,16apr2016,0.02782071
AK,23apr2016,0.035573121
AK,30apr2016,0.02238806
AK,07may2016,0.020447284
AK,14may2016,0.010347377
AK,21may2016,0.033984706
AK,28may2016,0.005445882
AK,04jun2016,0.005479452
AK,11jun2016,0.004366812
AK,18jun2016,0.005639098
AK,25jun2016,0.002051984
AK,02jul2016,0.001865672
AK,09jul2016,0.005208334
AK,16jul2016,0.002604167
AK,23jul2016,0.002523129
AK,30jul2016,0.005128205
AK,06aug2016,0.005867561
AK,13aug2016,0.005770816
AK,20aug2016,0.005141388
AK,27aug2016,0.0064
AK,03sep2016,0.012461059
AK,10sep2016,0.009733939
AK,17sep2016,0.009180328
AK,24sep2016,0.011586453
AK,01oct2016,0.012477718
AK,08oct2016,0.009402284
AK,15oct2016,0.011568123
AK,22oct2016,0.005017921
AK,29oct2016,0.008163265
AK,05nov2016,0.005336891
AK,12nov2016,0.008024692
AK,19nov2016,0.011214953
AK,26nov2016,0.010007698
AK,03dec2016,0.011089367
AK,10dec2016,0.007037298
AK,17dec2016,0.006839945
AK,24dec2016,0.012768817
AK,31dec2016,0.016022621
AK,07jan2017,0.008519004
AK,14jan2017,0.02621232
AK,21jan2017,0.019661017
AK,28jan2017,0.019171305
AK,04feb2017,0.022915341
AK,11feb2017,0.037151702
AK,18feb2017,0.042874396
AK,25feb2017,0.037627552
AK,04mar2017,0.035242289
AK,11mar2017,0.017406963
AK,18mar2017,0.02359882
AK,25mar2017,0.025195969
AK,01apr2017,0.043016762
AK,08apr2017,0.038583174
AK,15apr2017,0.032498308
AK,22apr2017,0.024150269
AK,29apr2017,0.016801076
AK,06may2017,0.027516779
AK,13may2017,0.013629843
AK,20may2017,0.011619959
AK,27may2017,0.008185539
AK,03jun2017,0.007724719
AK,10jun2017,0.009866103
AK,17jun2017,0.004797807
AK,24jun2017,0.017773621
AK,01jul2017,0.004347826
AK,08jul2017,0.004826255
AK,15jul2017,0.006944445
AK,22jul2017,0
AK,29jul2017,0
AK,05aug2017,0.00990099
AK,12aug2017,0.006863418
AK,19aug2017,0.004915731
AK,26aug2017,0.007513661
AK,02sep2017,0.010380623
AK,09sep2017,0.016005566
AK,16sep2017,0.01923077
AK,23sep2017,0.020322355
AK,30sep2017,0.017673049
AK,07oct2017,0.027267452
AK,14oct2017,0.027448658
AK,21oct2017,0.037240539
AK,28oct2017,0.032840721
AK,04nov2017,0.027671177
AK,11nov2017,0.029704943
AK,18nov2017,0.034126818
AK,25nov2017,0.034505639
AK,02dec2017,0.037082564
AK,09dec2017,0.041639559
AK,16dec2017,0.038923871
AK,23dec2017,0.041041832
AK,30dec2017,0.0462
AK,06jan2018,0.043342445
AK,13jan2018,0.044330776
AK,20jan2018,0.03995984
AK,27jan2018,0.048582152
AK,03feb2018,0.060953531
AK,10feb2018,0.060036495
AK,17feb2018,0.069923721
AK,24feb2018,0.062831052
AK,03mar2018,0.071288191
AK,10mar2018,0.07610403
AK,17mar2018,0.065529622
AK,24mar2018,0.062351868
AK,31mar2018,0.064181782
AK,07apr2018,0.0661157
AK,14apr2018,0.0518847
AK,21apr2018,0.051321927
AK,28apr2018,0.040127233
AK,05may2018,0.03221957
AK,12may2018,0.031595942
AK,19may2018,0.026000921
AK,26may2018,0.026097868
AK,02jun2018,0.018712575
AK,09jun2018,0.017605634
AK,16jun2018,0.009027082
AK,23jun2018,0.013595874
AK,30jun2018,0.019169329
AK,07jul2018,0.017204758
AK,14jul2018,0.0180654
AK,21jul2018,0.014764472
AK,28jul2018,0.013363029
AK,04aug2018,0.014439606
AK,11aug2018,0.014883721
AK,18aug2018,0.018811136
AK,25aug2018,0.005505279
AK,01sep2018,0.028414756
AK,08sep2018,0.028961226
AK,15sep2018,0.025387155
AK,22sep2018,0.021606507
AK,29sep2018,0.031939164
AK,06oct2018,0.019593254
AK,13oct2018,0.023762807
AK,20oct2018,0.022701476
AK,27oct2018,0.010047594
AK,03nov2018,0.024471922
AK,10nov2018,0.020633299
AK,17nov2018,0.025617978
AK,24nov2018,0.026281495
AK,01dec2018,0.023135221
AK,08dec2018,0.024147427
AK,15dec2018,0.027611786
AK,22dec2018,0.02953325
AK,29dec2018,0.029018363
AK,05jan2019,0.030758869
AK,12jan2019,0.025761602
AK,19jan2019,0.036311787
AK,26jan2019,0.063452266
AK,02feb2019,0.075314619
AK,09feb2019,0.097181007
AK,16feb2019,0.094727747
AK,23feb2019,0.080268197
AK,02mar2019,0.068703853
AK,09mar2019,0.065244667
AK,16mar2019,0.055217061
AK,23mar2019,0.027833501
AK,30mar2019,0.008824093
AK,06apr2019,0.02141724
AK,13apr2019,0.019492026
AK,20apr2019,0.036814623
AK,27apr2019,0.036882028
AK,04may2019,0.035748333
AK,11may2019,0.028631469
AK,18may2019,0.028601144
AK,25may2019,0.014390244
AK,01jun2019,0.037473485
AK,08jun2019,0.006437237
AK,15jun2019,0.010460773
AK,22jun2019,0.013834508
AK,29jun2019,0.013024927
AK,06jul2019,0.0157871
AK,13jul2019,0.013707432
AK,20jul2019,0.011899314
AK,27jul2019,0.015708016
AK,03aug2019,0.017439632
AK,10aug2019,0.010570824
AK,17aug2019,0.014734022
AK,24aug2019,0.0119985
AK,31aug2019,0.023597175
AK,07sep2019,0.026306307
AK,14sep2019,0.026382824
AK,21sep2019,0.021959459
AK,28sep2019,0.009987515
AK,05oct2019,0.010451588
AK,12oct2019,0.023321956
AK,19oct2019,0.015197569
AK,26oct2019,0.014274386
AK,02nov2019,0.015135808
AK,09nov2019,0.024038462
AK,16nov2019,0.027892312
AK,23nov2019,0.020120308
AK,30nov2019,0.022464558
AK,07dec2019,0.024483712
AK,14dec2019,0.030902112
AK,21dec2019,0.083872125
AK,28dec2019,0.11722088
AK,04jan2020,0.045835771
AK,11jan2020,0.045271181
AK,18jan2020,0.0442423
AK,25jan2020,0.049979929
AK,01feb2020,0.044705398
AK,08feb2020,0.036061026
AK,15feb2020,0.03467115
AK,22feb2020,0.072149247
AL,07jun2003,0.00598
AL,14jun2003,0.00679
AL,21jun2003,0.00579
AL,28jun2003,0.00564
AL,05jul2003,0.00459
AL,12jul2003,0.00594
AL,19jul2003,0.00439
AL,26jul2003,0.00617
AL,02aug2003,0.00504
AL,09aug2003,0.00507
AL,16aug2003,0.00694
AL,23aug2003,0.00507
AL,30aug2003,0.00829
AL,06sep2003,0.00655
AL,13sep2003,0.01089
AL,20sep2003,0.01338
AL,27sep2003,0.01291
AL,04oct2003,0.00934
AL,11oct2003,0.011510001
AL,18oct2003,0.016170001
AL,25oct2003,0.0137
AL,01nov2003,0.010989999
AL,08nov2003,0.017029999
AL,15nov2003,0.021509999
AL,22nov2003,0.025590001
AL,29nov2003,0.038759999
AL,06dec2003,0.062600002
AL,13dec2003,0.1381
AL,20dec2003,0.14083999
AL,27dec2003,0.11329
AL,03jan2004,0.05993
AL,10jan2004,0.03303
AL,17jan2004,0.02043
AL,24jan2004,0.01653
AL,31jan2004,0.016419999
AL,07feb2004,0.014839999
AL,14feb2004,0.014880001
AL,21feb2004,0.0165
AL,28feb2004,0.018609999
AL,06mar2004,0.01212
AL,13mar2004,0.01391
AL,20mar2004,0.012610001
AL,27mar2004,0.01219
AL,03apr2004,0.0107
AL,10apr2004,0.00904
AL,17apr2004,0.01031
AL,24apr2004,0.01013
AL,01may2004,0.0091
AL,08may2004,0.00941
AL,15may2004,0.00762
AL,22may2004,0.00892
AL,29may2004,0.008140001
AL,05jun2004,0.00835
AL,12jun2004,0.00709
AL,19jun2004,0.00599
AL,26jun2004,0.00589
AL,03jul2004,0.0062
AL,10jul2004,0.00559
AL,17jul2004,0.00529
AL,24jul2004,0.00458
AL,31jul2004,0.00383
AL,07aug2004,0.00574
AL,14aug2004,0.00462
AL,21aug2004,0.00652
AL,28aug2004,0.00559
AL,04sep2004,0.00838
AL,11sep2004,0.00796
AL,18sep2004,0.00892
AL,25sep2004,0.00855
AL,02oct2004,0.01169
AL,09oct2004,0.01069
AL,16oct2004,0.01164
AL,23oct2004,0.01664
AL,30oct2004,0.017170001
AL,06nov2004,0.015800001
AL,13nov2004,0.02005
AL,20nov2004,0.01969
AL,27nov2004,0.01595
AL,04dec2004,0.02125
AL,11dec2004,0.01963
AL,18dec2004,0.018999999
AL,25dec2004,0.027729999
AL,01jan2005,0.028510001
AL,08jan2005,0.02757
AL,15jan2005,0.01805
AL,22jan2005,0.02111
AL,29jan2005,0.03101
AL,05feb2005,0.041230001
AL,12feb2005,0.05742
AL,19feb2005,0.0583
AL,26feb2005,0.050140001
AL,05mar2005,0.043219998
AL,12mar2005,0.040320002
AL,19mar2005,0.034770001
AL,26mar2005,0.025390001
AL,02apr2005,0.01555
AL,09apr2005,0.014939999
AL,16apr2005,0.01307
AL,23apr2005,0.015939999
AL,30apr2005,0.014570001
AL,07may2005,0.011720001
AL,14may2005,0.01166
AL,21may2005,0.01248
AL,28may2005,0.011419999
AL,04jun2005,0.00808
AL,11jun2005,0.00717
AL,18jun2005,0.00615
AL,25jun2005,0.00716
AL,02jul2005,0.00672
AL,09jul2005,0.00639
AL,16jul2005,0.00588
AL,23jul2005,0.0072
AL,30jul2005,0.00608
AL,06aug2005,0.00556
AL,13aug2005,0.0062
AL,20aug2005,0.00702
AL,27aug2005,0.00976
AL,03sep2005,0.00987
AL,10sep2005,0.01166
AL,17sep2005,0.01092
AL,24sep2005,0.01132
AL,01oct2005,0.01385
AL,08oct2005,0.015360001
AL,15oct2005,0.01629
AL,22oct2005,0.01667
AL,29oct2005,0.018440001
AL,05nov2005,0.02829
AL,12nov2005,0.024800001
AL,19nov2005,0.02493
AL,26nov2005,0.01826
AL,03dec2005,0.025359999
AL,10dec2005,0.019989999
AL,17dec2005,0.022539999
AL,24dec2005,0.029379999
AL,31dec2005,0.036479998
AL,07jan2006,0.028380001
AL,14jan2006,0.018139999
AL,21jan2006,0.020060001
AL,28jan2006,0.02444
AL,04feb2006,0.02636
AL,11feb2006,0.030299999
AL,18feb2006,0.04126
AL,25feb2006,0.0458
AL,04mar2006,0.05844
AL,11mar2006,0.036800001
